Category,Name,Note,Modulation,Coding,PCMFormat,HScenario,EnableHChannel,EnableEqualizer,HNumTaps,HEffectiveTaps,HRelEchoPower_dB,InputSNR_dB,CFO_Hz,Phase_deg,Delay_symbols,BER,LockRate_pct,EVM_post_pct,SNR_est_dB,MER_dB,PAPR_dB,PassBER,PassLock_pct,Success,Verdict,ErrorMsg,ElapsedTime_s
Boundary coding,BPSK TPC,TPC,BPSK,TPC,NRZ-L,"medium H, EQ off",1,0,7,4,-7.32124580681102,10,20000,10,0.1,0,100,22.6322141562945,12.9054591207978,12.9054591207978,3.97193104647796,0.0001,80,1,PASS,,4.8590606
Boundary coding,BPSK TPC,TPC,BPSK,TPC,NRZ-L,"medium H, EQ on",1,1,7,4,-7.32124580681102,10,20000,10,0.1,0,100,17.4767414945771,15.1507907507855,15.1507907507855,3.97196304388443,0.0001,80,1,PASS,,4.8458683
Boundary coding,BPSK TPC,TPC,BPSK,TPC,NRZ-L,"strong H, EQ off",1,0,7,4,-3.32547047110046,10,20000,10,0.1,0,100,26.3565644867822,11.5822239920838,11.5822239920838,3.97192789635561,0.0001,80,1,PASS,,4.8607276
Boundary coding,BPSK TPC,TPC,BPSK,TPC,NRZ-L,"strong H, EQ on",1,1,7,4,-3.32547047110046,10,20000,10,0.1,0,100,18.5080930624784,14.6527665089029,14.6527665089029,3.97188890196108,0.0001,80,1,PASS,,4.9731531
Boundary coding,BPSK TPC,TPC,BPSK,TPC,NRZ-L,"clean",0,0,1,1,-Inf,14,20000,10,0.1,0,100,10.728167152451,19.3894893697555,19.3894893697556,3.97191470480427,0.0001,80,1,PASS,,4.834057
Boundary coding,BPSK TPC,TPC,BPSK,TPC,NRZ-L,"medium H, EQ off",1,0,7,4,-7.32124580681102,14,20000,10,0.1,0,100,18.0492677020328,14.8708082734133,14.8708082734133,3.97171968353474,0.0001,80,1,PASS,,4.8368253
Boundary coding,BPSK TPC,TPC,BPSK,TPC,NRZ-L,"medium H, EQ on",1,1,7,4,-7.32124580681102,14,20000,10,0.1,0,100,11.2958678971306,18.9416079049578,18.9416079049578,3.97200279082744,0.0001,80,1,PASS,,4.865168
Boundary coding,BPSK TPC,TPC,BPSK,TPC,NRZ-L,"strong H, EQ off",1,0,7,4,-3.32547047110046,14,20000,10,0.1,0,100,23.7427321359762,12.4893861429226,12.4893861429226,3.9717576139824,0.0001,80,1,PASS,,4.8450625
Boundary coding,BPSK TPC,TPC,BPSK,TPC,NRZ-L,"strong H, EQ on",1,1,7,4,-3.32547047110046,14,20000,10,0.1,0,100,12.1990915714967,18.2734501736777,18.2734501736777,3.97171276572199,0.0001,80,1,PASS,,4.852964
Boundary coding,BPSK TPC,TPC,BPSK,TPC,NRZ-L,"clean",0,0,1,1,-Inf,18,20000,10,0.1,0,100,7.32492474348657,22.7039366581292,22.7039366581293,3.97202391990038,0.0001,80,1,PASS,,4.8814006
Boundary coding,BPSK TPC,TPC,BPSK,TPC,NRZ-L,"medium H, EQ off",1,0,7,4,-7.32124580681102,18,20000,10,0.1,0,100,16.7128432786734,15.5389931862192,15.5389931862192,3.97160695950176,0.0001,80,1,PASS,,4.8432675
Boundary coding,BPSK TPC,TPC,BPSK,TPC,NRZ-L,"medium H, EQ on",1,1,7,4,-7.32124580681102,18,20000,10,0.1,0,100,7.71855480132986,22.2492801605465,22.2492801605467,3.97191068803891,0.0001,80,1,PASS,,4.8195426
Boundary coding,BPSK TPC,TPC,BPSK,TPC,NRZ-L,"strong H, EQ off",1,0,7,4,-3.32547047110046,18,20000,10,0.1,0,100,22.5776497284905,12.9264253784887,12.9264253784887,3.9721386673326,0.0001,80,1,PASS,,4.8584463
Boundary coding,BPSK TPC,TPC,BPSK,TPC,NRZ-L,"strong H, EQ on",1,1,7,4,-3.32547047110046,18,20000,10,0.1,0,100,8.09872868648188,21.8316629996585,21.8316629996586,3.9716730011786,0.0001,80,1,PASS,,4.8178251
