Scenario,ModType,RSName,RSMessageLength,RSInterleavingDepth,InputBytes,CodedBytes,Seed,BER,LockRate_pct,FER,EVM_post_pct,MER_dB,SNR_est_dB,FrameErrors,CountedFrames,MatchedFrames,DecodedFrames,HGain_dB,Pass,Success,ErrorMsg,ElapsedTime_s
std3_CDL,GMSK,"RS(255,223)_D2",223,2,446,510,1,0.0192288945213492,73.5294117647059,0.0434782608695652,8.24192845836819,21.6794231912074,21.6794231912074,1,23,25,34,17.5054122214683,0,1,,2.6386507
std3_CDL,GMSK,"RS(255,223)_D3",223,3,669,765,1,0.0639714125560538,52.9411764705882,0.125,3.70967493108691,28.6132828956798,28.6132828956798,2,16,18,34,17.6951263310777,0,1,,3.050044
std3_CDL,GMSK,"RS(255,223)_D4",223,4,892,1020,1,0.0529816315971025,82.3529411764706,0.0769230769230769,5.36717806404531,25.4050799222843,25.4050799222843,2,26,28,34,17.9107433380661,0,1,,3.5149072
std3_CDL,GMSK,"RS(255,223)_D5",223,5,1115,1275,1,0.0241992312620115,67.6470588235294,0.0952380952380952,5.16263317368534,25.7425746453037,25.7425746453037,2,21,23,34,17.7553922134589,0,1,,3.8357715
std3_CDL,GMSK,"RS(255,223)_D8",223,8,1784,2040,1,0.0593163186659193,52.9411764705882,0.125,4.41533882734059,27.1007192723144,27.1007192723144,2,16,18,34,17.7868474125977,0,1,,4.8610251
std3_CDL,GMSK,"RS(255,239)_D1",239,1,239,255,1,0.0323178172942817,76.4705882352941,0.0416666666666667,6.68597679815789,23.4967026968058,23.4967026968058,1,24,26,34,17.4666869787998,0,1,,1.9538709
std3_CDL,GMSK,"RS(255,239)_D2",239,2,478,510,1,0,50,0,8.25773695485451,21.6627791085062,21.6627791085062,0,15,17,34,17.5054122214683,0,1,,2.6298989
std3_CDL,GMSK,"RS(255,239)_D3",239,3,717,765,1,0.00977631155455423,82.3529411764706,0.0384615384615385,3.76661799963519,28.4809684510598,28.4809684510598,1,26,28,34,17.6951263310777,0,1,,2.9533746
std3_CDL,GMSK,"RS(255,239)_D4",239,4,956,1020,1,0.0299273817186997,82.3529411764706,0.0384615384615385,5.45231922646651,25.2683744938923,25.2683744938923,1,26,28,34,17.9107433380661,0,1,,3.5029405
std3_CDL,GMSK,"RS(255,239)_D5",239,5,1195,1275,1,0.0162382944809723,67.6470588235294,0.0952380952380952,5.21688574513735,25.6517734928852,25.6517734928852,2,21,23,34,17.7553922134589,0,1,,3.7849298
std3_CDL,GMSK,"RS(255,239)_D8",239,8,1912,2040,1,0.0550601464435146,64.7058823529412,0.1,4.4503291907344,27.032157261587,27.032157261587,2,20,22,34,17.7868474125977,0,1,,4.6984029
std4_ITU_P681,GMSK,"RS(255,223)_D1",223,1,223,255,1,0.0145553064275037,94.1176470588235,0.0333333333333333,4.0306510003738,27.8924960844385,27.8924960844385,1,30,32,34,16.8898119768501,0,1,,1.9952348
std4_ITU_P681,GMSK,"RS(255,223)_D2",223,2,446,510,1,0.00023542600896861,79.4117647058823,0.04,8.70242104227732,21.2071981682479,21.2071981682479,1,25,27,34,16.9941053457819,0,1,,2.7623228
std4_ITU_P681,GMSK,"RS(255,223)_D3",223,3,669,765,1,0.0513716697441308,55.8823529411765,0.0588235294117647,3.73207383011748,28.5609954673453,28.5609954673453,1,17,19,34,17.6123620513435,0,1,,3.0844604
std4_ITU_P681,GMSK,"RS(255,223)_D4",223,4,892,1020,1,0.0119581464872945,85.2941176470588,0.037037037037037,4.0967109804122,27.7512934816874,27.7512934816874,1,27,29,34,18.0313694271632,0,1,,3.4608175
std4_ITU_P681,GMSK,"RS(255,223)_D5",223,5,1115,1275,1,0.0333800448430493,100,0.0625,3.9031510948078,28.1716927285581,28.1716927285581,2,32,34,34,18.1062596733862,0,1,,3.9211498
std4_ITU_P681,GMSK,"RS(255,223)_D8",223,8,1784,2040,1,0.0787614443198804,52.9411764705882,0.166666666666667,5.46462273959712,25.248796300147,25.248796300147,2,12,18,34,17.8809520846955,0,1,,4.8292211
std4_ITU_P681,GMSK,"RS(255,239)_D2",239,2,478,510,1,0,52.9411764705882,0,9.00066555984448,20.9145075039232,20.9145075039232,0,16,18,34,16.9941053457819,0,1,,2.6735948
std4_ITU_P681,GMSK,"RS(255,239)_D3",239,3,717,765,1,0.0121014283653153,91.1764705882353,0.0344827586206897,3.72945901146546,28.5670832317891,28.5670832317891,1,29,31,34,17.6123620513435,0,1,,3.0302269
std4_ITU_P681,GMSK,"RS(255,239)_D4",239,4,956,1020,1,0.0442242772917459,70.5882352941177,0.0909090909090909,4.02060764107816,27.9141661262471,27.9141661262471,2,22,24,34,18.0313694271632,0,1,,3.4271438
std4_ITU_P681,GMSK,"RS(255,239)_D5",239,5,1195,1275,1,0.0150132129486897,61.7647058823529,0.0526315789473684,3.96906879458597,28.0262274708355,28.0262274708355,1,19,21,34,18.1062596733862,0,1,,3.8382452
std4_ITU_P681,GMSK,"RS(255,239)_D8",239,8,1912,2040,1,0.0545583034469018,67.6470588235294,0.0952380952380952,5.35715009548064,25.4213237097434,25.4213237097434,2,21,23,34,17.8809520846955,0,1,,4.7698153
std6_CLoo,GMSK,"RS(255,223)_D1",223,1,223,255,1,0,76.4705882352941,0,6.67299063642675,23.513589691059,23.513589691059,0,24,26,34,-68.8402342220412,0,1,,1.8027145
std6_CLoo,GMSK,"RS(255,223)_D3",223,3,669,765,1,0,64.7058823529412,0,3.72080491692551,28.5872619917959,28.5872619917959,0,20,22,34,-68.6117948701416,0,1,,2.7279403
std6_CLoo,GMSK,"RS(255,223)_D4",223,4,892,1020,1,0.0058768918161435,52.9411764705882,0.0625,5.12595822837926,25.8044987443788,25.8044987443788,1,16,18,34,-68.3961778634925,0,1,,3.0833545
std6_CLoo,GMSK,"RS(255,223)_D5",223,5,1115,1275,1,0.0296352190410486,82.3529411764706,0.0769230769230769,5.32843131077216,25.4680125674947,25.4680125674947,2,26,28,34,-68.551528987857,0,1,,3.370462
std6_CLoo,GMSK,"RS(255,223)_D8",223,8,1784,2040,1,0.0641582585949178,52.9411764705882,0.0833333333333333,4.34912685051601,27.2319585025879,27.2319585025879,1,12,18,34,-68.520073788768,0,1,,4.2431331
std6_CLoo,GMSK,"RS(255,239)_D3",239,3,717,765,1,0.0682640341701534,52.9411764705882,0.125,3.72615895069249,28.5747724577367,28.5747724577367,2,16,18,34,-68.6117948701416,0,1,,2.7174661
std6_CLoo,GMSK,"RS(255,239)_D4",239,4,956,1020,1,0.0782931111775254,88.2352941176471,0.107142857142857,5.40824000327447,25.3388808761474,25.3388808761474,3,28,30,34,-68.3961778634925,0,1,,3.1050549
std6_CLoo,GMSK,"RS(255,239)_D5",239,5,1195,1275,1,0.0454305219114732,61.7647058823529,0.157894736842105,5.369963112608,25.400573950984,25.400573950984,3,19,21,34,-68.551528987857,0,1,,3.563772
std6_CLoo,GMSK,"RS(255,239)_D8",239,8,1912,2040,1,0.0287207439853556,61.7647058823529,0.0625,4.3181358677394,27.2940739390576,27.2940739390576,1,16,21,34,-68.520073788768,0,1,,4.3743156
std7_Corazza,GMSK,"RS(255,223)_D1",223,1,223,255,1,0,76.4705882352941,0,6.67299064003482,23.5135896863626,23.5135896863626,0,24,26,34,-71.8402342146929,0,1,,1.8142662
std7_Corazza,GMSK,"RS(255,223)_D3",223,3,669,765,1,0,64.7058823529412,0,3.72080491692664,28.5872619917933,28.5872619917933,0,20,22,34,-71.6117948631699,0,1,,2.82577
std7_Corazza,GMSK,"RS(255,223)_D4",223,4,892,1020,1,0.0058768918161435,52.9411764705882,0.0625,5.12595823057215,25.804498740663,25.804498740663,1,16,18,34,-71.3961778568584,0,1,,3.1682703
std7_Corazza,GMSK,"RS(255,223)_D5",223,5,1115,1275,1,0.0296352190410486,82.3529411764706,0.0769230769230769,5.32843131255346,25.468012564591,25.468012564591,2,26,28,34,-71.5515289809813,0,1,,3.4933521
std7_Corazza,GMSK,"RS(255,223)_D8",223,8,1784,2040,1,0.0641582585949178,52.9411764705882,0.0833333333333333,4.34912685066957,27.2319585022812,27.2319585022812,1,12,18,34,-71.5200737819419,0,1,,4.868962
std7_Corazza,GMSK,"RS(255,239)_D3",239,3,717,765,1,0.0682640341701534,52.9411764705882,0.125,3.726158950692,28.5747724577378,28.5747724577378,2,16,18,34,-71.6117948631699,0,1,,3.1687411
std7_Corazza,GMSK,"RS(255,239)_D4",239,4,956,1020,1,0.0782931111775254,88.2352941176471,0.107142857142857,5.40824000539362,25.3388808727439,25.3388808727439,3,28,30,34,-71.3961778568584,0,1,,3.5928804
std7_Corazza,GMSK,"RS(255,239)_D5",239,5,1195,1275,1,0.0454305219114732,61.7647058823529,0.157894736842105,5.36996311442626,25.400573948043,25.400573948043,3,19,21,34,-71.5515289809813,0,1,,3.9145222
std7_Corazza,GMSK,"RS(255,239)_D8",239,8,1912,2040,1,0.0287207439853556,61.7647058823529,0.0625,4.31813586787322,27.2940739387884,27.2940739387884,1,16,21,34,-71.5200737819419,0,1,,4.9234411
